Date,Open,High,Low,Close,Adj Close,Volume
2015-09-28,28.462499618530273,28.642499923706055,28.110000610351562,28.110000610351562,25.721519470214844,208436000
2015-09-29,28.207500457763672,28.377500534057617,26.96500015258789,27.264999389648438,24.948314666748047,293461600
2015-09-30,27.542499542236328,27.885000228881836,27.1825008392334,27.575000762939453,25.23197364807129,265892000
2015-10-01,27.267499923706055,27.405000686645508,26.827499389648438,27.395000457763672,25.067270278930664,255716400
2015-10-02,27.002500534057617,27.752500534057617,26.887500762939453,27.594999313354492,25.250274658203125,232079200
2015-10-05,27.469999313354492,27.842500686645508,27.267499923706055,27.69499969482422,25.341781616210938,208258800
2015-10-06,27.657499313354492,27.934999465942383,27.4424991607666,27.827499389648438,25.46302032470703,192787200
2015-10-07,27.934999465942383,27.9424991607666,27.352500915527344,27.69499969482422,25.341781616210938,187062400
2015-10-08,27.547500610351562,27.547500610351562,27.052499771118164,27.375,25.048969268798828,247918400
2015-10-09,27.5,28.06999969482422,27.372499465942383,28.030000686645508,25.648311614990234,211064400
2015-10-12,28.1825008392334,28.1875,27.860000610351562,27.899999618530273,25.529359817504883,121868800
2015-10-13,27.704999923706055,28.112499237060547,27.670000076293945,27.947500228881836,25.57282257080078,132197200
2015-10-14,27.822500228881836,27.8799991607666,27.389999389648438,27.552499771118164,25.21138572692871,177849600
2015-10-15,27.732500076293945,28.024999618530273,27.622499465942383,27.96500015258789,25.588838577270508,150694000
2015-10-16,27.94499969482422,28.0,27.63249969482422,27.760000228881836,25.401256561279297,156930400
2015-10-19,27.700000762939453,27.9375,27.52750015258789,27.9325008392334,25.559099197387695,119036800
2015-10-20,27.834999084472656,28.542499542236328,27.704999923706055,28.4424991607666,26.025766372680664,195871200
2015-10-21,28.5,28.895000457763672,28.424999237060547,28.440000534057617,26.023479461669922,167180800
2015-10-22,28.582500457763672,28.875,28.524999618530273,28.875,26.421518325805664,166616400
2015-10-23,29.174999237060547,29.8075008392334,29.082500457763672,29.770000457763672,27.240463256835938,237467600
2015-10-26,29.520000457763672,29.532499313354492,28.729999542236328,28.81999969482422,26.37118911743164,265335200
2015-10-27,28.850000381469727,29.135000228881836,28.497499465942383,28.637500762939453,26.204198837280273,279537600
2015-10-28,29.232500076293945,29.825000762939453,29.014999389648438,29.8174991607666,27.2839298248291,342205600
2015-10-29,29.674999237060547,30.172500610351562,29.5674991607666,30.13249969482422,27.572168350219727,204909200
2015-10-30,30.247499465942383,30.30500030517578,29.862499237060547,29.875,27.336545944213867,197461200
2015-11-02,30.200000762939453,30.34000015258789,29.90250015258789,30.295000076293945,27.720857620239258,128813200
2015-11-03,30.197500228881836,30.872499465942383,30.174999237060547,30.642499923706055,28.038833618164062,182076000
2015-11-04,30.782499313354492,30.954999923706055,30.405000686645508,30.5,27.90843963623047,179544400
2015-11-05,30.462499618530273,30.672500610351562,30.045000076293945,30.229999542236328,27.77978515625,158210800
2015-11-06,30.27750015258789,30.452499389648438,30.155000686645508,30.264999389648438,27.81195068359375,132169200
2015-11-09,30.239999771118164,30.452499389648438,30.012500762939453,30.142499923706055,27.699378967285156,135485600
2015-11-10,29.225000381469727,29.517499923706055,29.014999389648438,29.1924991607666,26.826374053955078,236511600
2015-11-11,29.092500686645508,29.354999542236328,28.802499771118164,29.02750015258789,26.67474937438965,180872000
2015-11-12,29.065000534057617,29.204999923706055,28.912500381469727,28.93000030517578,26.585155487060547,130102400
2015-11-13,28.799999237060547,28.892499923706055,28.0674991607666,28.084999084472656,25.80864143371582,183249600
2015-11-16,27.844999313354492,28.559999465942383,27.75,28.545000076293945,26.231359481811523,152426800
2015-11-17,28.729999542236328,28.762500762939453,28.329999923706055,28.422500610351562,26.11878776550293,110467600
2015-11-18,28.940000534057617,29.372499465942383,28.875,29.322500228881836,26.94584083557129,186698800
2015-11-19,29.40999984741211,29.9375,29.190000534057617,29.69499969482422,27.288148880004883,173183200
2015-11-20,29.799999237060547,29.979999542236328,29.712499618530273,29.825000762939453,27.407615661621094,137148400
2015-11-23,29.8174991607666,29.9325008392334,29.334999084472656,29.4375,27.051517486572266,129930000
2015-11-24,29.332500457763672,29.837499618530273,29.280000686645508,29.719999313354492,27.31112289428711,171212800
2015-11-25,29.802499771118164,29.8075008392334,29.479999542236328,29.50749969482422,27.1158447265625,85553200
2015-11-27,29.572500228881836,29.602500915527344,29.399999618530273,29.452499389648438,27.065305709838867,52185600
2015-11-30,29.497499465942383,29.852500915527344,29.4375,29.575000762939453,27.177871704101562,156721200
2015-12-01,29.6875,29.702499389648438,29.21500015258789,29.334999084472656,26.957326889038086,139409600
2015-12-02,29.334999084472656,29.52750015258789,29.020000457763672,29.06999969482422,26.713804244995117,133546400
2015-12-03,29.137500762939453,29.197500228881836,28.55500030517578,28.799999237060547,26.4656925201416,166278000
2015-12-04,28.822500228881836,29.8125,28.77750015258789,29.75749969482422,27.3455810546875,231108000
2015-12-07,29.7450008392334,29.96500015258789,29.452499389648438,29.56999969482422,27.17328453063965,128336800
2015-12-08,29.3799991607666,29.649999618530273,29.21500015258789,29.5575008392334,27.161794662475586,137238000
2015-12-09,29.40999984741211,29.422500610351562,28.770000457763672,28.905000686645508,26.562177658081055,185445600
2015-12-10,29.010000228881836,29.235000610351562,28.877500534057617,29.042499542236328,26.688533782958984,116850800
2015-12-11,28.797500610351562,28.84749984741211,28.212499618530273,28.295000076293945,26.001623153686523,187544800
2015-12-14,28.045000076293945,28.170000076293945,27.447500228881836,28.1200008392334,25.840808868408203,257274800
2015-12-15,27.985000610351562,28.200000762939453,27.587499618530273,27.622499465942383,25.38362693786621,213292400
2015-12-16,27.767499923706055,27.997499465942383,27.200000762939453,27.834999084472656,25.57890510559082,224954000
2015-12-17,28.0049991607666,28.0625,27.2450008392334,27.2450008392334,25.03672981262207,179091200
2015-12-18,27.227500915527344,27.3799991607666,26.452499389648438,26.50749969482422,24.359006881713867,385813200
2015-12-21,26.81999969482422,26.842500686645508,26.392499923706055,26.832500457763672,24.65766143798828,190362400
2015-12-22,26.850000381469727,26.93000030517578,26.612499237060547,26.8075008392334,24.634689331054688,131157600
2015-12-23,26.8174991607666,27.212499618530273,26.799999237060547,27.15250015258789,24.951725006103516,130629600
2015-12-24,27.25,27.25,26.987499237060547,27.00749969482422,24.8184757232666,54281600
2015-12-28,26.897499084472656,26.922500610351562,26.545000076293945,26.704999923706055,24.540494918823242,106816800
2015-12-29,26.739999771118164,27.357500076293945,26.71500015258789,27.184999465942383,24.98158836364746,123724800
2015-12-30,27.145000457763672,27.174999237060547,26.795000076293945,26.829999923706055,24.65536117553711,100855200
2015-12-31,26.752500534057617,26.75749969482422,26.204999923706055,26.315000534057617,24.182106018066406,163649200
2016-01-04,25.65250015258789,26.342500686645508,25.5,26.337499618530273,24.202783584594727,270597600
2016-01-05,26.4375,26.462499618530273,25.602500915527344,25.677499771118164,23.59627914428711,223164000
2016-01-06,25.139999389648438,25.592500686645508,24.967500686645508,25.174999237060547,23.13450813293457,273829600
2016-01-07,24.670000076293945,25.032499313354492,24.107500076293945,24.112499237060547,22.15812110900879,324377600
2016-01-08,24.637500762939453,24.77750015258789,24.190000534057617,24.239999771118164,22.27529525756836,283192000
2016-01-11,24.74250030517578,24.764999389648438,24.334999084472656,24.63249969482422,22.63597869873047,198957600
2016-01-12,25.137500762939453,25.172500610351562,24.709999084472656,24.989999771118164,22.964500427246094,196616800
2016-01-13,25.079999923706055,25.297500610351562,24.325000762939453,24.34749984741211,22.374074935913086,249758400
2016-01-14,24.489999771118164,25.1200008392334,23.934999465942383,24.8799991607666,22.863412857055664,252680400
2016-01-15,24.049999237060547,24.427499771118164,23.84000015258789,24.282499313354492,22.314340591430664,319335600
2016-01-19,24.602500915527344,24.662500381469727,23.875,24.165000915527344,22.206371307373047,212350800
2016-01-20,23.774999618530273,24.547500610351562,23.354999542236328,24.197500228881836,22.236236572265625,289337600
2016-01-21,24.264999389648438,24.469999313354492,23.735000610351562,24.075000762939453,22.12366485595703,208646000
2016-01-22,24.657499313354492,25.364999771118164,24.592500686645508,25.354999542236328,23.299917221069336,263202000
2016-01-25,25.3799991607666,25.38249969482422,24.802499771118164,24.860000610351562,22.84503936767578,207178000
2016-01-26,24.982500076293945,25.219999313354492,24.517499923706055,24.997499465942383,22.971391677856445,300308000
2016-01-27,24.010000228881836,24.157499313354492,23.334999084472656,23.354999542236328,21.462018966674805,533478800
2016-01-28,23.447500228881836,23.6299991607666,23.09749984741211,23.522499084472656,21.61594581604004,222715200
2016-01-29,23.697500228881836,24.334999084472656,23.587499618530273,24.334999084472656,22.36258888244629,257666000
2016-02-01,24.11750030517578,24.177499771118164,23.850000381469727,24.107500076293945,22.15353012084961,163774000
2016-02-02,23.854999542236328,24.010000228881836,23.56999969482422,23.6200008392334,21.70554542541504,149428800
2016-02-03,23.75,24.209999084472656,23.520000457763672,24.087499618530273,22.135150909423828,183857200
2016-02-04,23.96500015258789,24.332500457763672,23.797500610351562,24.149999618530273,22.313005447387695,185886800
2016-02-05,24.1299991607666,24.229999542236328,23.422500610351562,23.5049991607666,21.71706771850586,185672400
